hanzi,pinyin,pinyinToneless,tone
抪,pū,pu,1
騈,pián,pian,2
卜,bǔ,bu,3
舫,fǎng,fang,3
攰,gùi,gui,4
䪋,wèi,wei,4
傄,xiā,xia,1
彡,shān,shan,1
㗶,㗶,㗶,
䬎,guó,guo,2
廱,yōng,yong,1
㫛,guàng,guang,4
蒊,蒊,蒊,
鼅,zhī,zhi,1
塎,yǒng,yong,3
宣,xuān,xuan,1
㳵,jì,ji,4
朳,bā,ba,1
垣,yuán,yuan,2
韘,shè,she,4
豭,jiā,jia,1
罥,juàn,juan,4
騮,líu,liu,2
呑,tūn,tun,1
憚,dàn,dan,4
繾,qiǎn,qian,3
鿬,鿬,鿬,
烌,xīu,xiu,1
螄,sī,si,1
驀,mò,mo,4
嶺,lǐng,ling,3
砭,biān,bian,1
乆,jǐu,jiu,3
朁,cǎn,can,3
漭,mǎng,mang,3
煄,zhōng,zhong,1
谍,dié,die,2
颐,yí,yi,2
徆,xī,xi,1
烲,chè,che,4
㠳,㠳,㠳,
踅,chì,chi,4
㮕,ér,er,2
䣻,䣻,䣻,
攑,qiān,qian,1
紎,zī,zi,1
姛,tǒng,tong,3
櫦,櫦,櫦,
㛻,kǔi,kui,3
渣,zhā,zha,1
躪,lìn,lin,4
䃊,jǔ,ju,3
鄦,xǔ,xu,3
阘,tà,ta,4
筤,láng,lang,2
蜰,féi,fei,2
䳫,kúi,kui,2
該,gāi,gai,1
撋,ruán,ruan,2
㩿,㩿,㩿,
䁊,wò,wo,4
㳻,zé,ze,2
骊,lí,li,2
謝,xiè,xie,4
戺,shì,shi,4
䠒,hú,hu,2
䯍,líng,ling,2
簨,sǔn,sun,3
堍,tù,tu,4
藌,mì,mi,4
郶,bù,bu,4
齕,hé,he,2
认,rèn,ren,4
䙥,líng,ling,2
㙳,hǎn,han,3
箎,chí,chi,2
鑳,jiàn,jian,4
簶,lù,lu,4
眘,shèn,shen,4
㰐,jué,jue,2
䞌,shé,she,2
頏,háng,hang,2
壴,zhǔ,zhu,3
峒,tóng,tong,2
愵,nì,ni,4
烩,hùi,hui,4
㘔,cǎn,can,3
娀,sōng,song,1
䃟,䃟,䃟,
铪,jiá,jia,2
䴄,lì,li,4
䣏,䣏,䣏,
儉,jiǎn,jian,3
葋,qú,qu,2
牡,mǔ,mu,3
狥,xùn,xun,4
㺤,㺤,㺤,
顯,xiǎn,xian,3
睔,hǔn,hun,3
葵,kúi,kui,2
鮓,zhǎ,zha,3
銣,rú,ru,2
蹟,jī,ji,1
痚,xiāo,xiao,1
桖,xuè,xue,4
栄,róng,rong,2
䢠,sòng,song,4
䥺,yé,ye,2
䊾,mù,mu,4
䡩,gǔ,gu,3
昧,mèi,mei,4
鿾,鿾,鿾,
桵,rǔi,rui,3
䰶,䰶,䰶,
嬈,rǎo,rao,3
㪐,lù,lu,4
魠,tuó,tuo,2
啍,tūn,tun,1
䃋,yú,yu,2
宪,xiàn,xian,4
㷞,㷞,㷞,
䧿,què,que,4
㪜,chuǎi,chuai,3
颙,yóng,yong,2
愱,jí,ji,2
挬,bó,bo,2
洪,hóng,hong,2
䲟,yìn,yin,4
覤,xì,xi,4
㐆,yǐn,yin,3
䒲,chà,cha,4
嬭,nǎi,nai,3
玳,dài,dai,4
嘠,gā,ga,1
轭,è,e,4
怟,dì,di,4
魯,lǔ,lu,3
臲,niè,nie,4
诓,kuāng,kuang,1
接,jiē,jie,1
焪,qiōng,qiong,1
鉞,yuè,yue,4
喯,pēn,pen,1
蓺,yì,yi,4
㖥,jiǒng,jiong,3
咳,ké,ke,2
倅,cùi,cui,4
㪢,shǎo,shao,3
䜦,䜦,䜦,
鉒,zhù,zhu,4
篴,dí,di,2
豓,yàn,yan,4
嵋,méi,mei,2
務,wù,wu,4
衯,fēn,fen,1
鉫,jiā,jia,1
庍,bài,bai,4
隖,wù,wu,4
覴,dēng,deng,1
䴻,lí,li,2
䈆,dài,dai,4
罙,mí,mi,2
䐈,zhí,zhi,2
蝦,xiā,xia,1
鴭,zhūi,zhui,1
帴,shā,sha,1
㐎,㐎,㐎,
咣,guāng,guang,1
耚,pī,pi,1
䕈,xiè,xie,4
堐,yá,ya,2
義,yì,yi,4
䘏,xù,xu,4
找,zhǎo,zhao,3
㵒,fèi,fei,4
櫙,ōu,ou,1
隗,wěi,wei,3
䯣,gùi,gui,4
閄,huò,huo,4
棴,fú,fu,2
睮,yú,yu,2
楯,shǔn,shun,3
撲,pū,pu,1
坷,kě,ke,3
剩,shèng,sheng,4
哳,zhā,zha,1
䁺,shì,shi,4
飽,bǎo,bao,3
溑,suǒ,suo,3
鮆,jì,ji,4
鼄,zhū,zhu,1
㣗,㣗,㣗,
作,zuò,zuo,4
鰥,guān,guan,1
米,mǐ,mi,3
蕈,xùn,xun,4
䄷,dàn,dan,4
䥈,mǔ,mu,3
碲,dì,di,4
䋲,chě,che,3
貌,mào,mao,4
舁,yú,yu,2
葹,shī,shi,1
醉,zùi,zui,4
䢲,yuè,yue,4
撷,xié,xie,2
萪,kē,ke,1
針,zhēn,zhen,1
膈,gé,ge,2
袮,袮,袮,
尉,wèi,wei,4
跢,dài,dai,4
痄,zhà,zha,4
鳥,niǎo,niao,3
蝯,yuán,yuan,2
香,xiāng,xiang,1
具,jù,ju,4
剠,qíng,qing,2
鹓,yuān,yuan,1
眨,zhǎ,zha,3
䉻,qí,qi,2
誅,zhū,zhu,1
投,tóu,tou,2
鞓,tīng,ting,1
駲,駲,駲,
汳,biàn,bian,4
輘,líng,ling,2
䱇,shàn,shan,4
䥬,bó,bo,2
焕,huàn,huan,4
猣,zōng,zong,1
橯,lào,lao,4
惴,zhùi,zhui,4
乤,乤,乤,
狠,hěn,hen,3
嶩,náo,nao,2
皚,ái,ai,2
靵,nǐu,niu,3
棋,qí,qi,2
齙,páo,pao,2
䥫,tiě,tie,3
栣,rěn,ren,3
艚,cáo,cao,2
譬,pì,pi,4
㰶,yǒu,you,3
靁,léi,lei,2
礣,miè,mie,4
愶,xié,xie,2
䔤,䔤,䔤,
䐰,䐰,䐰,
䤎,jú,ju,2
葿,méi,mei,2
唎,lì,li,4
䘙,wèi,wei,4
浌,浌,浌,
駹,máng,mang,2
趕,gǎn,gan,3
壩,bà,ba,4
巕,巕,巕,
㺋,㺋,㺋,
䊎,quǎn,quan,3
孜,zī,zi,1
嗜,shì,shi,4
蹠,zhí,zhi,2
䏨,hǔi,hui,3
弡,jué,jue,2
塦,zhèn,zhen,4
牗,牗,牗,
瓤,ráng,rang,2
鷡,wú,wu,2
铱,yǐ,yi,3
钥,yào,yao,4
珅,shēn,shen,1
䮴,dèng,deng,4
蓛,cè,ce,4
㶴,chǐ,chi,3
䝴,䝴,䝴,
庐,lú,lu,2
笌,yá,ya,2
燷,lán,lan,2
䄵,䄵,䄵,
坽,líng,ling,2
扠,chā,cha,1
渂,wèn,wen,4
墶,dā,da,1
颜,yán,yan,2
権,quán,quan,2
䈚,tái,tai,2
諛,yú,yu,2
㟻,qiàn,qian,4
滾,gǔn,gun,3
佋,shào,shao,4
遍,biàn,bian,4
䝮,xuàn,xuan,4
阞,lè,le,4
炼,liàn,lian,4
欞,líng,ling,2
駍,pēng,peng,1
汻,hǎng,hang,3
轨,gǔi,gui,3
㹦,㹦,㹦,
瓢,piáo,piao,2
湮,yīn,yin,1
㹉,yuán,yuan,2
潖,pá,pa,2
足,zú,zu,2
齮,yǐ,yi,3
份,fèn,fen,4
邼,kuāng,kuang,1
䊿,bó,bo,2
鱅,yóng,yong,2
籰,yuè,yue,4
䒴,yǒu,you,3
禠,sī,si,1
谢,xiè,xie,4
䇛,zhǐ,zhi,3
䡁,lǒng,long,3
鵎,tuǒ,tuo,3
品,pǐn,pin,3
䈞,dǔ,du,3
㠎,jí,ji,2
䤴,hán,han,2
榴,líu,liu,2
捠,bāng,bang,1
唝,hǒng,hong,3
希,xī,xi,1
崈,chóng,chong,2
躟,ráng,rang,2
腪,yùn,yun,4
㼕,㼕,㼕,
奞,xùn,xun,4
久,jǐu,jiu,3
蹗,lù,lu,4
㸨,㸨,㸨,
珘,zhōu,zhou,1
傒,xī,xi,1
塵,chén,chen,2
裲,liǎng,liang,3
䧁,chù,chu,4
䋯,qǐ,qi,3
癱,tān,tan,1
衊,miè,mie,4
䥍,zhì,zhi,4
屝,fèi,fei,4
酇,zàn,zan,4
蝈,guō,guo,1
鐲,zhuó,zhuo,2
㒕,㒕,㒕,
襖,ǎo,ao,3
㣱,zé,ze,2
㤤,yú,yu,2
芶,gōu,gou,1
詰,jié,jie,2
㰅,dí,di,2
飧,sūn,sun,1
慾,yù,yu,4
羷,liǎn,lian,3
绯,fēi,fei,1
蜎,yuān,yuan,1
㵸,yào,yao,4
䱃,dǐ,di,3
䃻,bà,ba,4
协,xié,xie,2
暑,shǔ,shu,3
槆,xún,xun,2
䩣,duǒ,duo,3
脪,xìn,xin,4
锰,měng,meng,3
䑏,quán,quan,2
弰,shāo,shao,1
晜,kūn,kun,1
䲶,䲶,䲶,
鷢,jué,jue,2
槡,槡,槡,
惩,chéng,cheng,2
厭,yàn,yan,4
權,quán,quan,2
蔌,sù,su,4
蜻,qīng,qing,1
䚯,tǎo,tao,3
鏋,mǎn,man,3
臥,wò,wo,4
骮,yì,yi,4
鼛,gāo,gao,1
筳,tíng,ting,2
䤶,yè,ye,4
扐,lè,le,4
鴏,tè,te,4
齵,óu,ou,2
莼,chún,chun,2
屣,xǐ,xi,3
傚,xiào,xiao,4
鬘,mán,man,2
旋,xuán,xuan,2
莧,xiàn,xian,4
曖,ài,ai,4
㫾,㫾,㫾,
晓,xiǎo,xiao,3
楳,méi,mei,2
绻,quǎn,quan,3
羔,gāo,gao,1
䫮,cán,can,2
嬌,jiāo,jiao,1
蒀,yūn,yun,1
磰,shàn,shan,4
嘔,ōu,ou,1
踱,duò,duo,4
鑣,biāo,biao,1
䪲,䪲,䪲,
䳷,cóng,cong,2
胡,hú,hu,2
禬,kuài,kuai,4
誘,yòu,you,4
洡,lěi,lei,3
颶,jù,ju,4
斒,bān,ban,1
㑼,lvè,lve,4
禜,yǒng,yong,3
踤,zú,zu,2
蘩,fán,fan,2
馏,lìu,liu,4
鉽,shì,shi,4
件,jiàn,jian,4
澘,shān,shan,1
椪,pèng,peng,4
㗘,bó,bo,2
䎆,liào,liao,4
仺,cāng,cang,1
鍗,tí,ti,2
㯇,bì,bi,4
渇,kě,ke,3
詃,quǎn,quan,3
較,jiào,jiao,4
襜,chān,chan,1
赖,lài,lai,4
迣,zhì,zhi,4
锫,póu,pou,2
燩,què,que,4
侭,jǐn,jin,3
㜊,pàng,pang,4
谪,zhé,zhe,2
瓋,zhé,zhe,2
䤄,miǎn,mian,3
娅,yà,ya,4
徫,wěi,wei,3
鱹,guàn,guan,4
㲢,biàn,bian,4
茿,zhú,zhu,2
眤,yí,yi,2
轥,lìn,lin,4
腙,zōng,zong,1
朚,huāng,huang,1
㐟,㐟,㐟,
䝰,tí,ti,2
㦒,lí,li,2
罏,lú,lu,2
羒,fén,fen,2
鷮,jiāo,jiao,1
锉,cuò,cuo,4
缊,yūn,yun,1
礴,bó,bo,2
㽎,dǎn,dan,3
䡧,wǔ,wu,3
胺,è,e,4
䣲,fàn,fan,4
齠,tiáo,tiao,2
㻋,là,la,4
携,xié,xie,2
倞,jìng,jing,4
沖,chōng,chong,1
瑖,duàn,duan,4
媐,xī,xi,1
穓,yì,yi,4
㤑,yòu,you,4
㡊,qià,qia,4
坵,qīu,qiu,1
虒,sī,si,1
㪛,zhěn,zhen,3
芲,huā,hua,1
銆,mò,mo,4
㰟,jì,ji,4
蝿,yíng,ying,2
蕉,jiāo,jiao,1
讅,shěn,shen,3
鵲,què,que,4
孤,gū,gu,1
枯,kū,ku,1
䰖,cuán,cuan,2
湴,bàn,ban,4
冂,jiōng,jiong,1
㜁,㜁,㜁,
彅,彅,彅,
襬,bǎi,bai,3
髓,sǔi,sui,3
櫕,cuán,cuan,2
帳,zhàng,zhang,4
深,shēn,shen,1
縃,xū,xu,1
栾,luán,luan,2
邑,yì,yi,4
䳧,hóu,hou,2
嬃,xū,xu,1
瞂,fā,fa,1
硧,yǒng,yong,3
窧,窧,窧,
䤯,xíng,xing,2
䢼,䢼,䢼,
摜,guàn,guan,4
啕,táo,tao,2
圓,yuán,yuan,2
崁,kǎn,kan,3
糅,rǒu,rou,3
瑂,méi,mei,2
浟,yóu,you,2
疹,zhěn,zhen,3
戭,yǎn,yan,3
䟛,bó,bo,2
蠾,zhú,zhu,2
䴦,rén,ren,2
䒶,䒶,䒶,
可,kě,ke,3
䢢,càng,cang,4
偷,tōu,tou,1
錻,錻,錻,
䭏,䭏,䭏,
鵩,fú,fu,2
䴑,dié,die,2
寙,yǔ,yu,3
蒖,zhēn,zhen,1
䚛,hú,hu,2
屨,jù,ju,4
偳,duān,duan,1
稅,shùi,shui,4
澖,xiān,xian,1
剻,fóu,fou,2
坦,tǎn,tan,3
㓩,㓩,㓩,
櫏,qiān,qian,1
蠭,fēng,feng,1
砯,pīng,ping,1
瀿,fán,fan,2
䒰,䒰,䒰,
菌,jūn,jun,1
㪊,qún,qun,2
谡,sù,su,4
譥,jiào,jiao,4
鯓,ní,ni,2
舙,huà,hua,4
㭇,yuàn,yuan,4
沲,tuó,tuo,2
螌,bān,ban,1
魲,lú,lu,2
䚸,xiè,xie,4
搋,chǐ,chi,3
灁,yuān,yuan,1
窵,diào,diao,4
挫,cuò,cuo,4
菤,juǎn,juan,3
愦,kùi,kui,4
唳,lì,li,4
磓,dūi,dui,1
炩,lìng,ling,4
䛀,fǎn,fan,3
颕,yǐng,ying,3
麾,hūi,hui,1
㥦,qiè,qie,4
莥,nǐu,niu,3
葺,qì,qi,4
䕶,hù,hu,4
鶉,chún,chun,2
㰠,kàng,kang,4
薴,néng,neng,2
礍,kě,ke,3
蓠,lí,li,2
繲,jiè,jie,4
㵀,cuàn,cuan,4
輊,zhì,zhi,4
屭,xì,xi,4
皲,jūn,jun,1
蜑,dàn,dan,4
鬾,jì,ji,4
蹯,fán,fan,2
鿉,鿉,鿉,
吤,jiè,jie,4
恳,kěn,ken,3
躊,chóu,chou,2
瀋,shěn,shen,3
僆,lián,lian,2
瘰,luǒ,luo,3
㾖,lǐ,li,3
䀾,dǔ,du,3
鴻,hóng,hong,2
茚,yìn,yin,4
竁,cùi,cui,4
蘈,túi,tui,2
锥,zhūi,zhui,1
鲟,xún,xun,2
龭,龭,龭,
䛓,䛓,䛓,
㠘,yǔ,yu,3
麋,mí,mi,2
衞,wèi,wei,4
㵨,bì,bi,4
唺,tiǎn,tian,3
犘,má,ma,2
䤍,mí,mi,2
懙,yǔ,yu,3
弄,nòng,nong,4
尀,pǒ,po,3
㛨,qiǎng,qiang,3
咙,lóng,long,2
飲,yǐn,yin,3
䱜,cuò,cuo,4
槮,sēn,sen,1
伯,bó,bo,2
櫥,chú,chu,2
㗢,dòng,dong,4
蘦,líng,ling,2
儊,chù,chu,4
籢,lián,lian,2
韰,xiè,xie,4
鄔,wū,wu,1
摢,hù,hu,4
韪,wěi,wei,3
俥,chē,che,1
毥,xún,xun,2
犖,luò,luo,4
颰,bá,ba,2
鳤,guǎn,guan,3
啒,hū,hu,1
輮,róu,rou,2
衠,zhūn,zhun,1
䬛,bì,bi,4
架,jià,jia,4
綧,zhǔn,zhun,3
饽,bó,bo,2
㲪,㲪,㲪,
㲜,tán,tan,2
铣,xiǎn,xian,3
齐,qí,qi,2
䜈,䜈,䜈,
齤,quán,quan,2
燏,yù,yu,4
窙,xiāo,xiao,1
炱,tái,tai,2
茺,chōng,chong,1
燗,làn,lan,4
伩,xìn,xin,4
遫,chì,chi,4
䙃,duò,duo,4
䔮,䔮,䔮,
琕,pín,pin,2
㡑,qiǎo,qiao,3
靃,huò,huo,4
䑨,duò,duo,4
跇,yì,yi,4
蘎,jì,ji,4
厶,sī,si,1
侰,jiǒng,jiong,3
姰,jūn,jun,1
蝜,fù,fu,4
䈎,yè,ye,4
䄓,héng,heng,2
嚯,huò,huo,4
㥊,péng,peng,2
釜,fǔ,fu,3
謢,謢,謢,
裩,gūn,gun,1
酫,chuò,chuo,4
剘,qí,qi,2
㗷,sǎi,sai,3
䛴,qǐ,qi,3
彨,chī,chi,1
蕷,yù,yu,4
疆,jiāng,jiang,1
穞,lv̌,lv,3
蔡,cài,cai,4
鳠,huò,huo,4
汴,biàn,bian,4
唆,suō,suo,1
灄,shè,she,4
匯,hùi,hui,4
紨,fù,fu,4
眷,juàn,juan,4
密,mì,mi,4
齄,zhā,zha,1
櫯,sū,su,1
埢,juǎn,juan,3
瘲,zòng,zong,4
兛,qiān,qian,1
㻛,㻛,㻛,
蛦,yí,yi,2
驕,jiāo,jiao,1
㶦,jìn,jin,4
饪,rèn,ren,4
詷,tóng,tong,2
褋,dié,die,2
㮫,hé,he,2
舯,zhōng,zhong,1
䂳,cuǒ,cuo,3
枊,àng,ang,4
霝,líng,ling,2
敏,mǐn,min,3
讌,yàn,yan,4
潉,潉,潉,
萉,féi,fei,2
鸶,sī,si,1
㴔,sè,se,4
䥟,yè,ye,4
芧,xù,xu,4
䒎,mǎng,mang,3
璏,zhì,zhi,4
披,pī,pi,1
盲,máng,mang,2
㑛,sù,su,4
晐,gāi,gai,1
谋,móu,mou,2
拿,ná,na,2
绚,xuàn,xuan,4
䨙,cén,cen,2
煈,fèng,feng,4
讶,yà,ya,4
桴,fú,fu,2
薿,nǐ,ni,3
鎽,鎽,鎽,
繹,yì,yi,4
鳊,biān,bian,1
戣,kúi,kui,2
閞,biàn,bian,4
䌁,䌁,䌁,
皹,jūn,jun,1
䚠,hùn,hun,4
軧,dǐ,di,3
姑,gū,gu,1
㩼,㩼,㩼,
構,gòu,gou,4
迖,dá,da,2
㻹,㻹,㻹,
饕,tāo,tao,1
鐣,鐣,鐣,
䟰,jiǎn,jian,3
曪,luǒ,luo,3
砉,huò,huo,4
憏,chì,chi,4
疫,yì,yi,4
奷,qiān,qian,1
怐,kòu,kou,4
跀,yuè,yue,4
銈,jī,ji,1
圮,pǐ,pi,3
吁,xū,xu,1
踬,zhì,zhi,4
狉,pī,pi,1
觼,jué,jue,2
㖣,tòu,tou,4
坯,pī,pi,1
㶌,lián,lian,2
慱,tuán,tuan,2
畅,chàng,chang,4
醏,dū,du,1
鰙,ruò,ruo,4
㵯,féng,feng,2
驻,zhù,zhu,4
吙,xuē,xue,1
烵,zhuó,zhuo,2
笊,zhào,zhao,4
膤,膤,膤,
鴫,鴫,鴫,
嗄,á,a,2
遾,shì,shi,4
靱,rèn,ren,4
莤,yóu,you,2
要,yào,yao,4
忑,tè,te,4
㞯,jié,jie,2
剐,guǎ,gua,3
涠,wéi,wei,2
㢏,tóu,tou,2
皣,yè,ye,4
释,shì,shi,4
匾,biǎn,bian,3
軘,tún,tun,2
雓,yú,yu,2
螇,xī,xi,1
龋,qǔ,qu,3
䒛,héng,heng,2
敀,bó,bo,2
䯑,䯑,䯑,
鯱,鯱,鯱,
肞,chā,cha,1
表,biǎo,biao,3
㚂,ráng,rang,2
䑺,䑺,䑺,
槯,cūi,cui,1
洘,kǎo,kao,3
襮,bó,bo,2
䞱,hú,hu,2
貰,shì,shi,4
忙,máng,mang,2
螽,zhōng,zhong,1
敻,xiòng,xiong,4
僦,jìu,jiu,4
陆,lù,lu,4
髏,lóu,lou,2
自,zì,zi,4
鎌,lián,lian,2
雛,chú,chu,2
頰,jiá,jia,2
穨,túi,tui,2
㥍,jì,ji,4
䭮,bì,bi,4
䶮,yán,yan,2
髜,qiāo,qiao,1
頁,yè,ye,4
訙,xùn,xun,4
裐,juān,juan,1
駝,tuó,tuo,2
䌩,mì,mi,4
魻,xiá,xia,2
败,bài,bai,4
哶,miē,mie,1
杼,zhù,zhu,4
塗,tú,tu,2
斥,chì,chi,4
塆,塆,塆,
㕷,huà,hua,4
猈,bà,ba,4
厕,cè,ce,4
㚏,gǎo,gao,3
䳐,cì,ci,4
隑,gāi,gai,1
斍,jué,jue,2
䢴,䢴,䢴,
慢,màn,man,4
蛌,gǔ,gu,3
嗮,sài,sai,4
哒,dā,da,1
覂,fěng,feng,3
苺,méi,mei,2
誎,sù,su,4
邧,yuán,yuan,2
粢,zī,zi,1
䚶,䚶,䚶,
鏗,kēng,keng,1
㺴,㺴,㺴,
隉,niè,nie,4
虁,kúi,kui,2
慐,慐,慐,
僸,jìn,jin,4
抆,wèn,wen,4
痂,jiā,jia,1
迈,mài,mai,4
䳢,qí,qi,2
拦,lán,lan,2
鈺,yù,yu,4
瀸,jiān,jian,1
䭍,hú,hu,2
萲,yuán,yuan,2
㻻,㻻,㻻,
蹡,qiāng,qiang,1
㯥,cáo,cao,2
桹,láng,lang,2
鉆,chān,chan,1
栱,gǒng,gong,3
鳢,lǐ,li,3
媡,liàn,lian,4
鸱,zhī,zhi,1
毝,毝,毝,
吜,chǒu,chou,3
妔,kēng,keng,1
死,sǐ,si,3
襫,shì,shi,4
㼝,fàn,fan,4
䕕,màn,man,4
倕,chúi,chui,2
磕,kē,ke,1
䜋,hùi,hui,4
㡽,zhào,zhao,4
魘,yǎn,yan,3
爣,tǎng,tang,3
蔋,dí,di,2
媇,qīn,qin,1
什,shí,shi,2
䓁,䓁,䓁,
飗,líu,liu,2
㖷,shí,shi,2
䰁,fèi,fei,4
鞴,bèi,bei,4
㧺,tà,ta,4
㷘,tái,tai,2
㸍,xì,xi,4
韄,huò,huo,4
藐,miǎo,miao,3
沸,fèi,fei,4
㟔,hán,han,2
㷴,gé,ge,2
譃,xū,xu,1
潵,sàn,san,4
檽,ér,er,2
珯,珯,珯,
痢,lì,li,4
奟,kēng,keng,1
幕,mù,mu,4
嘦,jiào,jiao,4
皽,zhǎn,zhan,3
䖴,yáo,yao,2
牿,gù,gu,4
怲,bǐng,bing,3
㶀,㶀,㶀,
䎀,xuè,xue,4
查,chá,cha,2
烄,jiǎo,jiao,3
気,qì,qi,4
㿽,㿽,㿽,
霌,chōu,chou,1
諙,huài,huai,4
噁,ě,e,3
鄋,sōu,sou,1
赹,qióng,qiong,2
趬,qiáo,qiao,2
侜,zhōu,zhou,1
鹂,lí,li,2
貭,zhí,zhi,2
麤,cū,cu,1
墾,kěn,ken,3
煴,yūn,yun,1
赳,jǐu,jiu,3
搹,è,e,4
怊,chāo,chao,1
訿,zǐ,zi,3
力,lì,li,4
蠙,bīn,bin,1
狈,bèi,bei,4
們,men,men,5
舿,舿,舿,
澉,gǎn,gan,3
昲,fèi,fei,4
阣,yì,yi,4
䱸,䱸,䱸,
隴,lǒng,long,3
篞,niè,nie,4
枷,jiā,jia,1
沯,zǎn,zan,3
伜,cùi,cui,4
䡄,䡄,䡄,
鄇,hòu,hou,4
怋,mín,min,2
鍕,róu,rou,2
蜽,liǎng,liang,3
睋,é,e,2
獵,liè,lie,4
溛,wā,wa,1
鈶,yí,yi,2
欴,láng,lang,2
鍃,huō,huo,1
漈,jì,ji,4
帀,zā,za,1
涄,pīn,pin,1
飋,sè,se,4
䄉,é,e,2
搀,chān,chan,1
潧,zhēn,zhen,1
缹,fǒu,fou,3
掐,qiā,qia,1
蕍,yú,yu,2
鑢,lv̀,lv,4
潷,bǐ,bi,3
菠,bō,bo,1
㞘,tún,tun,2
垑,chǐ,chi,3
燴,hùi,hui,4
䳾,䳾,䳾,
纬,wěi,wei,3
挐,rú,ru,2
柚,yòu,you,4
躱,duǒ,duo,3
㴍,㴍,㴍,
螗,táng,tang,2
㧄,qiǎn,qian,3
彠,huò,huo,4
駶,jú,ju,2
噃,fān,fan,1
堦,jiē,jie,1
晥,hàn,han,4
騡,quán,quan,2
匍,pú,pu,2
鼼,yǎo,yao,3
昔,xī,xi,1
鮻,shā,sha,1
厂,chǎng,chang,3
早,zǎo,zao,3
藪,sǒu,sou,3
呂,lv̌,lv,3
姚,yáo,yao,2
娈,luán,luan,2
㮔,tóng,tong,2
孚,fú,fu,2
賌,gài,gai,4
楃,wò,wo,4
鎔,róng,rong,2
馞,bó,bo,2
巸,yí,yi,2
轊,wèi,wei,4
䟤,bì,bi,4
㬧,bó,bo,2
疸,dǎn,dan,3
嗠,luò,luo,4
㪄,fú,fu,2
蝎,hé,he,2
䐕,jí,ji,2
脬,pāo,pao,1
饨,tún,tun,2
馥,fù,fu,4
锨,xiān,xian,1
䮉,lú,lu,2
㽢,ǎn,an,3
牁,gē,ge,1
詮,quán,quan,2
那,nà,na,4
蜍,chú,chu,2
娙,xíng,xing,2
明,míng,ming,2
樻,kùi,kui,4
㥛,jí,ji,2
鎮,zhèn,zhen,4
撠,jǐ,ji,3
哣,pǒu,pou,3
㝃,fàn,fan,4
怽,怽,怽,
暓,mào,mao,4
螞,mǎ,ma,3
魫,shěn,shen,3
礕,pī,pi,1
攐,qiān,qian,1
浢,dòu,dou,4
㒫,jì,ji,4
詭,gǔi,gui,3
繕,shàn,shan,4
笙,shēng,sheng,1
鞧,qīu,qiu,1
詥,hé,he,2
鋲,鋲,鋲,
暴,bào,bao,4
㽀,zhèng,zheng,4
䝼,qíng,qing,2
㕄,zhì,zhi,4
籄,kùi,kui,4
餙,shì,shi,4
慜,mǐn,min,3
鿨,鿨,鿨,
莰,kǎn,kan,3
枟,yùn,yun,4
婸,dàng,dang,4
㷤,hè,he,4
控,kòng,kong,4
椼,yǎn,yan,3
暡,wěng,weng,3
祑,zhì,zhi,4
泏,chù,chu,4
龠,yuè,yue,4
槁,gǎo,gao,3
昺,bǐng,bing,3
醧,yù,yu,4
滶,áo,ao,2
揇,nǎn,nan,3
諰,xǐ,xi,3
焙,bèi,bei,4
緄,gǔn,gun,3
殹,yì,yi,4
嗆,qiāng,qiang,1
犿,huān,huan,1
鷇,kòu,kou,4
舵,duò,duo,4
翳,yì,yi,4
䫹,hóng,hong,2
貤,yí,yi,2
蔫,yān,yan,1
淊,hàn,han,4
巶,zhāo,zhao,1
績,jī,ji,1
記,jì,ji,4
覜,tiào,tiao,4
懟,dùi,dui,4
裵,péi,pei,2
㞷,huáng,huang,2
㥑,㥑,㥑,
柔,róu,rou,2
瞢,méng,meng,2
鋄,wǎn,wan,3
僯,lǐn,lin,3
䗄,fǔ,fu,3
涭,shòu,shou,4
窍,qiào,qiao,4
揠,yà,ya,4
䲈,䲈,䲈,
剢,zhuó,zhuo,2
禮,lǐ,li,3
暼,piē,pie,1
路,lù,lu,4
鹭,lù,lu,4
焲,yì,yi,4
阋,xì,xi,4
捀,fēng,feng,1
瞗,diāo,diao,1
芳,fāng,fang,1
騍,kè,ke,4
峸,chéng,cheng,2
祿,lù,lu,4
㪗,tǒu,tou,3
劁,qiāo,qiao,1
嫔,pín,pin,2
䍡,liào,liao,4
㝓,gé,ge,2
䞲,䞲,䞲,
稪,fù,fu,4
㭻,táng,tang,2
蜘,zhī,zhi,1
㮛,chí,chi,2
䎿,qíu,qiu,2
㦟,hài,hai,4
矹,wù,wu,4
鿙,鿙,鿙,
娻,dōng,dong,1
庿,miào,miao,4
鹤,hè,he,4
踈,shū,shu,1
䑘,chá,cha,2
秅,chá,cha,2
鷀,zī,zi,1
礦,kuàng,kuang,4
蒼,cāng,cang,1
㽟,liè,lie,4
浀,qǔ,qu,3
䄅,juàn,juan,4
驓,zēng,zeng,1
艥,jiè,jie,4
蒌,lóu,lou,2
鋔,wǎn,wan,3
闃,qù,qu,4
茨,cí,ci,2
䔫,䔫,䔫,
瘸,qué,que,2
䵳,wèi,wei,4
萈,huán,huan,2
䅥,jié,jie,2
瘣,lěi,lei,3
唢,suǒ,suo,3
巢,cháo,chao,2
棤,xí,xi,2
䴭,cái,cai,2
㒰,quán,quan,2
敹,liáo,liao,2
蠷,qú,qu,2
彍,kuò,kuo,4
羇,jī,ji,1
寰,huán,huan,2
开,kāi,kai,1
