hanzi,trad,simp,pinyin,toneless,tone,zhuyin
徼,徼,徼,jiào,jiao,4,ㄐㄧㄠ
醋,醋,醋,cù,cu,4,ㄘㄨ
啒,啒,啒,hū,hu,1,ㄏㄨ
䪿,䪿,䪿,shěng,sheng,3,ㄕㄥ
鱻,鱻,鱻,xiān,xian,1,ㄒㄧㄢ
淲,淲,淲,piáo,piao,2,ㄆㄧㄠ
葋,葋,葋,qú,qu,2,ㄑㄩ
韗,韗,韗,xùn,xun,4,ㄒㄩㄣ
茟,茟,茟,yù,yu,4,ㄩ
鸭,鴨,鸭,yā,ya,1,ㄧㄚ
楬,楬,楬,jié,jie,2,ㄐㄧㄝ
燔,燔,燔,fán,fan,2,ㄈㄢ
朴,樸,朴,pò,po,4,ㄆㄛ
冮,冮,冮,gāng,gang,1,ㄍㄤ
羆,羆,罴,pí,pi,2,ㄆㄧ
庄,莊,庄,zhuāng,zhuang,1,ㄓㄨㄤ
㸣,㸣,㸣,yè,ye,4,ㄧㄝ
躶,躶,躶,luǒ,luo,3,ㄌㄨㄛ
雂,雂,雂,qín,qin,2,ㄑㄧㄣ
旧,舊,旧,jìu,jiu,4,ㄐㄧㄡ
魛,魛,鱽,dāo,dao,1,ㄉㄠ
痑,痑,痑,duǒ,duo,3,ㄉㄨㄛ
㟱,㟱,㟱,yǎo,yao,3,ㄧㄠ
唳,唳,唳,lì,li,4,ㄌㄧ
矊,矊,矊,mián,mian,2,ㄇㄧㄢ
肓,肓,肓,huāng,huang,1,ㄏㄨㄤ
欰,欰,欰,xū,xu,1,ㄒㄩ
㲛,㲛,㲛,zhǐ,zhi,3,ㄓ
斮,斮,斮,zhuó,zhuo,2,ㄓㄨㄛ
籽,籽,籽,zǐ,zi,3,ㄗ
巽,巽,巽,xùn,xun,4,ㄒㄩㄣ
愴,愴,怆,chuàng,chuang,4,ㄔㄨㄤ
凄,淒,凄,qī,qi,1,ㄑㄧ
婖,婖,婖,tiān,tian,1,ㄊㄧㄢ
䭄,䭄,䭄,shì,shi,4,ㄕ
䙡,䙡,䙌,hùi,hui,4,ㄏㄨㄟ
冔,冔,冔,xǔ,xu,3,ㄒㄩ
甿,甿,甿,méng,meng,2,ㄇㄥ
駸,駸,骎,qīn,qin,1,ㄑㄧㄣ
㖩,㖩,㖩,sǒu,sou,3,ㄙㄡ
㔇,㔇,㔇,㔇,㔇,,
臭,臭,臭,chòu,chou,4,ㄔㄡ
㸟,㸟,㸟,㸟,㸟,,
滍,滍,滍,zhǐ,zhi,3,ㄓ
䡒,䡒,䡒,tián,tian,2,ㄊㄧㄢ
俊,俊,俊,jùn,jun,4,ㄐㄩㄣ
襖,襖,袄,ǎo,ao,3,ㄠ
渔,漁,渔,yú,yu,2,ㄩ
扌,扌,扌,扌,扌,,
矮,矮,矮,ǎi,ai,3,ㄞ
㰍,㰍,㰍,lóng,long,2,ㄌㄨㄥ
綆,綆,绠,gěng,geng,3,ㄍㄥ
㠉,㠉,㠉,tóng,tong,2,ㄊㄨㄥ
吠,吠,吠,fèi,fei,4,ㄈㄟ
錫,錫,钖,xí,xi,2,ㄒㄧ
鶬,鶬,鸧,cāng,cang,1,ㄘㄤ
蔆,蔆,蔆,líng,ling,2,ㄌㄧㄥ
箤,箤,箤,jú,ju,2,ㄐㄩ
輛,輛,辆,liàng,liang,4,ㄌㄧㄤ
臺,臺,台,tái,tai,2,ㄊㄞ
皛,皛,皛,jiǒng,jiong,3,ㄐㄩㄥ
硞,硞,硞,què,que,4,ㄑㄩㄝ
蝿,蝿,蝿,yíng,ying,2,ㄧㄥ
婎,婎,婎,hūi,hui,1,ㄏㄨㄟ
馯,馯,馯,hàn,han,4,ㄏㄢ
憒,憒,愦,kùi,kui,4,ㄎㄨㄟ
蜳,蜳,蜳,dūn,dun,1,ㄉㄨㄣ
奨,奨,奨,jiǎng,jiang,3,ㄐㄧㄤ
鐏,鐏,鐏,zūn,zun,1,ㄗㄨㄣ
䄌,䄌,䄌,zhùi,zhui,4,ㄓㄨㄟ
䫚,䫚,䫚,䫚,䫚,,
韨,韍,韨,fú,fu,2,ㄈㄨ
诵,誦,诵,sòng,song,4,ㄙㄨㄥ
㹸,㹸,㹸,ní,ni,2,ㄋㄧ
䪋,䪋,䪋,wèi,wei,4,ㄨㄟ
㭩,㭩,㭩,lèi,lei,4,ㄌㄟ
㴟,㴟,㴟,㴟,㴟,,
抣,抣,抣,抣,抣,,
娅,婭,娅,yà,ya,4,ㄧㄚ
寬,寬,宽,kuān,kuan,1,ㄎㄨㄢ
瀰,瀰,弥,mí,mi,2,ㄇㄧ
熋,熋,熋,nái,nai,2,ㄋㄞ
抾,抾,抾,qū,qu,1,ㄑㄩ
痂,痂,痂,jiā,jia,1,ㄐㄧㄚ
隰,隰,隰,xí,xi,2,ㄒㄧ
㙫,㙫,㙫,jí,ji,2,ㄐㄧ
挼,挼,挼,nuò,nuo,4,ㄋㄨㄛ
璶,璶,璶,jìn,jin,4,ㄐㄧㄣ
宄,宄,宄,gǔi,gui,3,ㄍㄨㄟ
瑥,瑥,瑥,wēn,wen,1,ㄨㄣ
㪗,㪗,㪗,tǒu,tou,3,ㄊㄡ
趀,趀,趀,cī,ci,1,ㄘ
獾,獾,獾,huān,huan,1,ㄏㄨㄢ
耯,耯,耯,huò,huo,4,ㄏㄨㄛ
亚,亞,亚,yà,ya,4,ㄧㄚ
蔐,蔐,蔐,dí,di,2,ㄉㄧ
螱,螱,螱,wèi,wei,4,ㄨㄟ
䇥,䇥,䇥,zé,ze,2,ㄗㄜ
螏,螏,螏,jí,ji,2,ㄐㄧ
髂,髂,髂,kà,ka,4,ㄎㄚ
㻇,㻇,㻇,㻇,㻇,,
䏌,䏌,䏌,qì,qi,4,ㄑㄧ
㳦,㳦,㳦,xiè,xie,4,ㄒㄧㄝ
芏,芏,芏,tǔ,tu,3,ㄊㄨ
㷰,㷰,㷰,lí,li,2,ㄌㄧ
鮊,鮊,鲌,bó,bo,2,ㄅㄛ
瓦,瓦,瓦,wǎ,wa,3,ㄨㄚ
奈,奈,奈,nài,nai,4,ㄋㄞ
羇,羇,羇,jī,ji,1,ㄐㄧ
呗,唄,呗,bài,bai,4,ㄅㄞ
蚜,蚜,蚜,yá,ya,2,ㄧㄚ
谭,譚,谭,tán,tan,2,ㄊㄢ
儓,儓,儓,tái,tai,2,ㄊㄞ
擡,擡,擡,tái,tai,2,ㄊㄞ
㥽,㥽,㥽,cè,ce,4,ㄘㄜ
暚,暚,暚,yáo,yao,2,ㄧㄠ
萃,萃,萃,cùi,cui,4,ㄘㄨㄟ
旹,旹,旹,shí,shi,2,ㄕ
䲘,䲘,䲘,guǎn,guan,3,ㄍㄨㄢ
驗,驗,验,yàn,yan,4,ㄧㄢ
䀯,䀯,䀯,bǔ,bu,3,ㄅㄨ
烇,烇,烇,quàn,quan,4,ㄑㄩㄢ
鰻,鰻,鳗,mán,man,2,ㄇㄢ
邸,邸,邸,dǐ,di,3,ㄉㄧ
䏻,䏻,䏻,néng,neng,2,ㄋㄥ
籁,籟,籁,lài,lai,4,ㄌㄞ
胯,胯,胯,kuà,kua,4,ㄎㄨㄚ
俪,儷,俪,lì,li,4,ㄌㄧ
失,失,失,shī,shi,1,ㄕ
㪝,㪝,㪝,liàn,lian,4,ㄌㄧㄢ
敲,敲,敲,qiāo,qiao,1,ㄑㄧㄠ
䪙,䪙,䪙,fú,fu,2,ㄈㄨ
氝,氝,氝,nèi,nei,4,ㄋㄟ
省,省,省,shěng,sheng,3,ㄕㄥ
暩,暩,暩,gùi,gui,4,ㄍㄨㄟ
煣,煣,煣,rǒu,rou,3,ㄖㄡ
箊,箊,箊,yū,yu,1,ㄩ
呠,呠,呠,pēn,pen,1,ㄆㄣ
磻,磻,磻,pán,pan,2,ㄆㄢ
䢘,䢘,䢘,䢘,䢘,,
嶲,嶲,嶲,xī,xi,1,ㄒㄧ
惲,惲,恽,yùn,yun,4,ㄩㄣ
亃,亃,亃,lín,lin,2,ㄌㄧㄣ
㔨,㔨,㔨,bèi,bei,4,ㄅㄟ
鐡,鐡,鐡,tiě,tie,3,ㄊㄧㄝ
忢,忢,忢,wù,wu,4,ㄨ
㝂,㝂,㝂,zhì,zhi,4,ㄓ
詬,詬,诟,gòu,gou,4,ㄍㄡ
叙,敘,叙,xù,xu,4,ㄒㄩ
忘,忘,忘,wàng,wang,4,ㄨㄤ
墐,墐,墐,jìn,jin,4,ㄐㄧㄣ
麢,麢,麢,líng,ling,2,ㄌㄧㄥ
鶂,鶂,鶂,yì,yi,4,ㄧ
䥩,䥩,䥩,wéi,wei,2,ㄨㄟ
倰,倰,倰,léng,leng,2,ㄌㄥ
躊,躊,踌,chóu,chou,2,ㄔㄡ
觰,觰,觰,zhā,zha,1,ㄓㄚ
厖,厖,厖,páng,pang,2,ㄆㄤ
詡,詡,诩,xǔ,xu,3,ㄒㄩ
袇,袇,袇,rán,ran,2,ㄖㄢ
鎿,鎿,镎,ná,na,2,ㄋㄚ
䤠,䤠,䤠,jī,ji,1,ㄐㄧ
䩥,䩥,䩥,dàn,dan,4,ㄉㄢ
铍,鈹,铍,pī,pi,1,ㄆㄧ
羱,羱,羱,yuán,yuan,2,ㄩㄢ
癆,癆,痨,láo,lao,2,ㄌㄠ
犉,犉,犉,rún,run,2,ㄖㄨㄣ
怯,怯,怯,qiè,qie,4,ㄑㄧㄝ
乌,烏,乌,wū,wu,1,ㄨ
㟛,㟛,㟛,zàn,zan,4,ㄗㄢ
㓒,㓒,㓒,㓒,㓒,,
䄗,䄗,䄗,䄗,䄗,,
冕,冕,冕,miǎn,mian,3,ㄇㄧㄢ
篟,篟,篟,qiàn,qian,4,ㄑㄧㄢ
縸,縸,縸,mò,mo,4,ㄇㄛ
㣕,㣕,㣕,㣕,㣕,,
緍,緍,緍,mín,min,2,ㄇㄧㄣ
鈃,鈃,钘,xíng,xing,2,ㄒㄧㄥ
煉,煉,炼,liàn,lian,4,ㄌㄧㄢ
藩,藩,藩,fán,fan,2,ㄈㄢ
謤,謤,謤,biāo,biao,1,ㄅㄧㄠ
怩,怩,怩,ní,ni,2,ㄋㄧ
㑧,㑧,㑧,jì,ji,4,ㄐㄧ
仇,仇,仇,chóu,chou,2,ㄔㄡ
鰿,鰿,鰿,jī,ji,1,ㄐㄧ
嵖,嵖,嵖,chá,cha,2,ㄔㄚ
䒌,䒌,䒌,mìng,ming,4,ㄇㄧㄥ
㨇,㨇,㨇,pó,po,2,ㄆㄛ
咧,咧,咧,liě,lie,3,ㄌㄧㄝ
水,水,水,shǔi,shui,3,ㄕㄨㄟ
蝍,蝍,蝍,jí,ji,2,ㄐㄧ
肊,肊,肊,yì,yi,4,ㄧ
渤,渤,渤,bó,bo,2,ㄅㄛ
寔,寔,寔,shí,shi,2,ㄕ
㞯,㞯,㞯,jié,jie,2,ㄐㄧㄝ
㩅,㩅,㩅,㩅,㩅,,
䏂,䏂,䏂,sǒu,sou,3,ㄙㄡ
㨚,㨚,㨚,xún,xun,2,ㄒㄩㄣ
镗,鏜,镗,tāng,tang,1,ㄊㄤ
褉,褉,褉,xiē,xie,1,ㄒㄧㄝ
䤤,䤤,䤤,䤤,䤤,,
㞖,㞖,㞖,cì,ci,4,ㄘ
床,床,床,chuáng,chuang,2,ㄔㄨㄤ
鋛,鋛,鋛,gǒng,gong,3,ㄍㄨㄥ
刔,刔,刔,jué,jue,2,ㄐㄩㄝ
隞,隞,隞,áo,ao,2,ㄠ
蚾,蚾,蚾,bǒ,bo,3,ㄅㄛ
䎕,䎕,䎕,䎕,䎕,,
拨,撥,拨,bō,bo,1,ㄅㄛ
䘷,䘷,䘷,䘷,䘷,,
䍄,䍄,䍄,diǎn,dian,3,ㄉㄧㄢ
䗺,䗺,䗺,yǎn,yan,3,ㄧㄢ
鵏,鵏,鵏,bū,bu,1,ㄅㄨ
簅,簅,簅,chǎn,chan,3,ㄔㄢ
㛜,㛜,㛜,yóu,you,2,ㄧㄡ
䂲,䂲,䂲,fǎ,fa,3,ㄈㄚ
捉,捉,捉,zhuō,zhuo,1,ㄓㄨㄛ
特,特,特,tè,te,4,ㄊㄜ
庼,廎,庼,qǐng,qing,3,ㄑㄧㄥ
近,近,近,jìn,jin,4,ㄐㄧㄣ
轋,轋,轋,hún,hun,2,ㄏㄨㄣ
硩,硩,硩,chè,che,4,ㄔㄜ
㿏,㿏,㿏,qún,qun,2,ㄑㄩㄣ
擫,擫,擫,yè,ye,4,ㄧㄝ
㕢,㕢,㕢,gài,gai,4,ㄍㄞ
循,循,循,xún,xun,2,ㄒㄩㄣ
䐢,䐢,䐢,zhù,zhu,4,ㄓㄨ
吲,吲,吲,shěn,shen,3,ㄕㄣ
䜊,䜊,䜊,zào,zao,4,ㄗㄠ
覴,覴,覴,dēng,deng,1,ㄉㄥ
䗅,䗅,䗅,cháng,chang,2,ㄔㄤ
䧮,䧮,䧮,xiǎn,xian,3,ㄒㄧㄢ
櫅,櫅,櫅,jī,ji,1,ㄐㄧ
钸,鈽,钸,bù,bu,4,ㄅㄨ
鮏,鮏,鮏,xīng,xing,1,ㄒㄧㄥ
㺚,㺚,㺚,tǎ,ta,3,ㄊㄚ
䧻,䧻,䧻,䧻,䧻,,
迠,迠,迠,chè,che,4,ㄔㄜ
箑,箑,箑,shà,sha,4,ㄕㄚ
䘢,䘢,䘢,zhǔ,zhu,3,ㄓㄨ
慁,慁,慁,hùn,hun,4,ㄏㄨㄣ
䧗,䧗,䧗,bì,bi,4,ㄅㄧ
贯,貫,贯,guàn,guan,4,ㄍㄨㄢ
嘡,嘡,嘡,tāng,tang,1,ㄊㄤ
煖,煖,煖,nuǎn,nuan,3,ㄋㄨㄢ
陉,陘,陉,xíng,xing,2,ㄒㄧㄥ
㚯,㚯,㚯,xín,xin,2,ㄒㄧㄣ
竢,竢,竢,sì,si,4,ㄙ
輹,輹,輹,fù,fu,4,ㄈㄨ
鄁,鄁,鄁,bèi,bei,4,ㄅㄟ
㥄,㥄,㥄,líng,ling,2,ㄌㄧㄥ
塬,塬,塬,yuán,yuan,2,ㄩㄢ
醷,醷,醷,yì,yi,4,ㄧ
㚝,㚝,㚝,kúi,kui,2,ㄎㄨㄟ
䴯,䴯,䴯,䴯,䴯,,
爩,爩,爩,yù,yu,4,ㄩ
騎,騎,骑,qí,qi,2,ㄑㄧ
㝑,㝑,㝑,máng,mang,2,ㄇㄤ
㰪,㰪,㰪,wá,wa,2,ㄨㄚ
妀,妀,妀,jǐ,ji,3,ㄐㄧ
铃,鈴,铃,líng,ling,2,ㄌㄧㄥ
爁,爁,爁,làn,lan,4,ㄌㄢ
莭,莭,莭,jié,jie,2,ㄐㄧㄝ
捇,捇,捇,huò,huo,4,ㄏㄨㄛ
僵,僵,僵,jiāng,jiang,1,ㄐㄧㄤ
搘,搘,搘,zhī,zhi,1,ㄓ
䟈,䟈,䟈,zhí,zhi,2,ㄓ
赆,贐,赆,jìn,jin,4,ㄐㄧㄣ
庪,庪,庪,gǔi,gui,3,ㄍㄨㄟ
疍,疍,疍,dàn,dan,4,ㄉㄢ
斲,斲,斲,zhuó,zhuo,2,ㄓㄨㄛ
壐,壐,壐,xǐ,xi,3,ㄒㄧ
孹,孹,孹,bò,bo,4,ㄅㄛ
䍁,䍁,䍁,sùi,sui,4,ㄙㄨㄟ
婲,婲,婲,婲,婲,,
郲,郲,郲,lái,lai,2,ㄌㄞ
熩,熩,熩,hù,hu,4,ㄏㄨ
泝,泝,泝,sù,su,4,ㄙㄨ
冸,冸,冸,pàn,pan,4,ㄆㄢ
賌,賌,賌,gài,gai,4,ㄍㄞ
㸼,㸼,㸼,㸼,㸼,,
佣,傭,佣,yòng,yong,4,ㄩㄥ
再,再,再,zài,zai,4,ㄗㄞ
娕,娕,娕,lài,lai,4,ㄌㄞ
琴,琴,琴,qín,qin,2,ㄑㄧㄣ
饟,饟,饟,xiǎng,xiang,3,ㄒㄧㄤ
舞,舞,舞,wǔ,wu,3,ㄨ
鉘,鉘,鉘,fú,fu,2,ㄈㄨ
䔉,䔉,䔉,lì,li,4,ㄌㄧ
辱,辱,辱,rǔ,ru,3,ㄖㄨ
闕,闕,阙,què,que,4,ㄑㄩㄝ
蔟,蔟,蔟,cù,cu,4,ㄘㄨ
煎,煎,煎,jiān,jian,1,ㄐㄧㄢ
䚩,䚩,䚩,jiǎo,jiao,3,ㄐㄧㄠ
蒬,蒬,蒬,yuān,yuan,1,ㄩㄢ
㻺,㻺,㻺,lì,li,4,ㄌㄧ
丷,丷,丷,丷,丷,,
㒪,㒪,㒪,㒪,㒪,,
惒,惒,惒,hé,he,2,ㄏㄜ
轕,轕,轕,gé,ge,2,ㄍㄜ
蜾,蜾,蜾,guǒ,guo,3,ㄍㄨㄛ
浟,浟,浟,yóu,you,2,ㄧㄡ
眅,眅,眅,pān,pan,1,ㄆㄢ
醴,醴,醴,lǐ,li,3,ㄌㄧ
濝,濝,濝,qí,qi,2,ㄑㄧ
巵,巵,巵,zhī,zhi,1,ㄓ
卫,衛,卫,wèi,wei,4,ㄨㄟ
瘏,瘏,瘏,tú,tu,2,ㄊㄨ
甖,甖,甖,yīng,ying,1,ㄧㄥ
䉫,䉫,䉫,lí,li,2,ㄌㄧ
诋,詆,诋,dǐ,di,3,ㄉㄧ
疢,疢,疢,chèn,chen,4,ㄔㄣ
馟,馟,馟,tú,tu,2,ㄊㄨ
傿,傿,傿,yàn,yan,4,ㄧㄢ
錶,錶,表,biǎo,biao,3,ㄅㄧㄠ
媇,媇,媇,qīn,qin,1,ㄑㄧㄣ
梟,梟,枭,xiāo,xiao,1,ㄒㄧㄠ
姮,姮,姮,héng,heng,2,ㄏㄥ
踏,踏,踏,tà,ta,4,ㄊㄚ
錥,錥,錥,yù,yu,4,ㄩ
㙎,㙎,㙎,㙎,㙎,,
䧷,䧷,䧷,róu,rou,2,ㄖㄡ
䬫,䬫,䬫,cǎn,can,3,ㄘㄢ
㠺,㠺,㠺,miáo,miao,2,ㄇㄧㄠ
恱,恱,恱,yuè,yue,4,ㄩㄝ
蚽,蚽,蚽,pí,pi,2,ㄆㄧ
鰳,鰳,鳓,lè,le,4,ㄌㄜ
㐐,㐐,㐐,㐐,㐐,,
捚,捚,捚,zhāi,zhai,1,ㄓㄞ
癣,癬,癣,xiǎn,xian,3,ㄒㄧㄢ
臋,臋,臋,tún,tun,2,ㄊㄨㄣ
㧪,㧪,㧪,gǔi,gui,3,ㄍㄨㄟ
䋞,䋞,䋞,wǎng,wang,3,ㄨㄤ
勸,勸,劝,quàn,quan,4,ㄑㄩㄢ
鎘,鎘,镉,gé,ge,2,ㄍㄜ
鱢,鱢,鱢,sāo,sao,1,ㄙㄠ
䁩,䁩,䁩,yú,yu,2,ㄩ
杚,杚,杚,gǔ,gu,3,ㄍㄨ
橂,橂,橂,diàn,dian,4,ㄉㄧㄢ
徏,徏,徏,zhì,zhi,4,ㄓ
怪,怪,怪,guài,guai,4,ㄍㄨㄞ
鸎,鸎,鸎,yīng,ying,1,ㄧㄥ
灱,灱,灱,xiāo,xiao,1,ㄒㄧㄠ
楜,楜,楜,hú,hu,2,ㄏㄨ
愻,愻,愻,sùn,sun,4,ㄙㄨㄣ
榸,榸,榸,zhāi,zhai,1,ㄓㄞ
鞫,鞫,鞫,jú,ju,2,ㄐㄩ
资,資,资,zī,zi,1,ㄗ
阙,闕,阙,què,que,4,ㄑㄩㄝ
蘢,蘢,茏,lóng,long,2,ㄌㄨㄥ
樠,樠,樠,mén,men,2,ㄇㄣ
罦,罦,罦,fú,fu,2,ㄈㄨ
㒌,㒌,㒌,qióng,qiong,2,ㄑㄩㄥ
職,職,职,zhí,zhi,2,ㄓ
詧,詧,詧,chá,cha,2,ㄔㄚ
櫨,櫨,栌,lú,lu,2,ㄌㄨ
铀,鈾,铀,yóu,you,2,ㄧㄡ
己,己,己,jǐ,ji,3,ㄐㄧ
彀,彀,彀,gòu,gou,4,ㄍㄡ
其,其,其,qí,qi,2,ㄑㄧ
塺,塺,塺,méi,mei,2,ㄇㄟ
鱮,鱮,鱮,xù,xu,4,ㄒㄩ
礤,礤,礤,cǎ,ca,3,ㄘㄚ
陨,隕,陨,yǔn,yun,3,ㄩㄣ
钹,鈸,钹,bá,ba,2,ㄅㄚ
毘,毘,毘,pí,pi,2,ㄆㄧ
䑁,䑁,䑁,wù,wu,4,ㄨ
扢,扢,扢,gǔ,gu,3,ㄍㄨ
埶,埶,埶,yì,yi,4,ㄧ
㱥,㱥,㱥,líng,ling,2,ㄌㄧㄥ
䟕,䟕,䟕,chà,cha,4,ㄔㄚ
咉,咉,咉,yāng,yang,1,ㄧㄤ
捒,捒,捒,sǒng,song,3,ㄙㄨㄥ
幏,幏,幏,jiā,jia,1,ㄐㄧㄚ
鼲,鼲,鼲,hún,hun,2,ㄏㄨㄣ
䀂,䀂,䀂,䀂,䀂,,
䴘,鷉,䴘,tī,ti,1,ㄊㄧ
蒸,蒸,蒸,zhēng,zheng,1,ㄓㄥ
䲤,䲤,䲤,䲤,䲤,,
淊,淊,淊,hàn,han,4,ㄏㄢ
埾,埾,埾,jù,ju,4,ㄐㄩ
苗,苗,苗,miáo,miao,2,ㄇㄧㄠ
錦,錦,锦,jǐn,jin,3,ㄐㄧㄣ
筂,筂,筂,chí,chi,2,ㄔ
䴌,䴌,䴌,méng,meng,2,ㄇㄥ
怙,怙,怙,hù,hu,4,ㄏㄨ
閬,閬,阆,lǎng,lang,3,ㄌㄤ
桨,槳,桨,jiǎng,jiang,3,ㄐㄧㄤ
迡,迡,迡,nì,ni,4,ㄋㄧ
踿,踿,踿,zú,zu,2,ㄗㄨ
敁,敁,敁,diān,dian,1,ㄉㄧㄢ
僚,僚,僚,liáo,liao,2,ㄌㄧㄠ
彟,彠,彟,huò,huo,4,ㄏㄨㄛ
屌,屌,屌,diǎo,diao,3,ㄉㄧㄠ
穩,穩,稳,wěn,wen,3,ㄨㄣ
踺,踺,踺,jiàn,jian,4,ㄐㄧㄢ
陈,陳,陈,chén,chen,2,ㄔㄣ
䂋,䂋,䂋,䂋,䂋,,
䟞,䟞,䟞,chú,chu,2,ㄔㄨ
蚗,蚗,蚗,jué,jue,2,ㄐㄩㄝ
䢗,䢗,䢗,hé,he,2,ㄏㄜ
饪,飪,饪,rèn,ren,4,ㄖㄣ
哅,哅,哅,xiōng,xiong,1,ㄒㄩㄥ
胞,胞,胞,bāo,bao,1,ㄅㄠ
㶪,㶪,㶪,㶪,㶪,,
鞨,鞨,鞨,hé,he,2,ㄏㄜ
蹢,蹢,蹢,dí,di,2,ㄉㄧ
甞,甞,甞,cháng,chang,2,ㄔㄤ
幗,幗,帼,guó,guo,2,ㄍㄨㄛ
睑,瞼,睑,jiǎn,jian,3,ㄐㄧㄢ
㷣,㷣,㷣,㷣,㷣,,
凢,凢,凢,fán,fan,2,ㄈㄢ
緿,緿,緿,dài,dai,4,ㄉㄞ
彃,彃,彃,bì,bi,4,ㄅㄧ
䄴,䄴,䄴,䄴,䄴,,
軴,軴,軴,zhù,zhu,4,ㄓㄨ
形,形,形,xíng,xing,2,ㄒㄧㄥ
䱁,䱁,䱁,qiáo,qiao,2,ㄑㄧㄠ
惦,惦,惦,diàn,dian,4,ㄉㄧㄢ
趎,趎,趎,chú,chu,2,ㄔㄨ
䝣,䝣,䝣,qú,qu,2,ㄑㄩ
㲘,㲘,㲘,qú,qu,2,ㄑㄩ
冈,岡,冈,gāng,gang,1,ㄍㄤ
宆,宆,宆,qióng,qiong,2,ㄑㄩㄥ
㳇,㳇,㳇,fù,fu,4,ㄈㄨ
瘿,癭,瘿,yǐng,ying,3,ㄧㄥ
䇌,䇌,䇌,qiào,qiao,4,ㄑㄧㄠ
㺸,㺸,㺸,píng,ping,2,ㄆㄧㄥ
嫉,嫉,嫉,jí,ji,2,ㄐㄧ
儋,儋,儋,dān,dan,1,ㄉㄢ
䮥,䮥,䮥,lì,li,4,ㄌㄧ
䙌,䙡,䙌,hùi,hui,4,ㄏㄨㄟ
驩,驩,驩,huān,huan,1,ㄏㄨㄢ
鳚,鳚,鳚,wèi,wei,4,ㄨㄟ
挗,挗,挗,jué,jue,2,ㄐㄩㄝ
濏,濏,濏,濏,濏,,
擏,擏,擏,jìng,jing,4,ㄐㄧㄥ
斵,斵,斵,zhuó,zhuo,2,ㄓㄨㄛ
攈,攈,攈,jùn,jun,4,ㄐㄩㄣ
䜂,䜂,䜂,䜂,䜂,,
䇜,䇜,䇜,liǎn,lian,3,ㄌㄧㄢ
叹,嘆,叹,tàn,tan,4,ㄊㄢ
蘙,蘙,蘙,yì,yi,4,ㄧ
豗,豗,豗,hūi,hui,1,ㄏㄨㄟ
䳰,䳰,䳰,bǎo,bao,3,ㄅㄠ
産,産,产,chǎn,chan,3,ㄔㄢ
佢,佢,佢,qú,qu,2,ㄑㄩ
髼,髼,髼,péng,peng,2,ㄆㄥ
尹,尹,尹,yǐn,yin,3,ㄧㄣ
楗,楗,楗,jiàn,jian,4,ㄐㄧㄢ
檭,檭,檭,yín,yin,2,ㄧㄣ
葉,葉,叶,yè,ye,4,ㄧㄝ
槓,槓,槓,gàng,gang,4,ㄍㄤ
䙊,䙊,䙊,xiè,xie,4,ㄒㄧㄝ
霬,霬,霬,yì,yi,4,ㄧ
褁,褁,褁,zhí,zhi,2,ㄓ
骔,騌,骔,zōng,zong,1,ㄗㄨㄥ
絧,絧,絧,tóng,tong,2,ㄊㄨㄥ
鬍,鬍,胡,hú,hu,2,ㄏㄨ
磡,磡,磡,kàn,kan,4,ㄎㄢ
㾇,㾇,㾇,mù,mu,4,ㄇㄨ
㺖,㺖,㺖,hǎn,han,3,ㄏㄢ
韕,韕,韕,韕,韕,,
餇,餇,餇,tóng,tong,2,ㄊㄨㄥ
餗,餗,餗,sù,su,4,ㄙㄨ
堵,堵,堵,dǔ,du,3,ㄉㄨ
䀄,䀄,䀄,méng,meng,2,ㄇㄥ
䏮,䏮,䏮,xí,xi,2,ㄒㄧ
曘,曘,曘,rú,ru,2,ㄖㄨ
諊,諊,諊,jú,ju,2,ㄐㄩ
鏻,鏻,鏻,lín,lin,2,ㄌㄧㄣ
爻,爻,爻,yáo,yao,2,ㄧㄠ
笢,笢,笢,mǐn,min,3,ㄇㄧㄣ
获,獲,获,huò,huo,4,ㄏㄨㄛ
癥,癥,症,zhēng,zheng,1,ㄓㄥ
搲,搲,搲,wā,wa,1,ㄨㄚ
巔,巔,巅,diān,dian,1,ㄉㄧㄢ
涹,涹,涹,wō,wo,1,ㄨㄛ
賫,賫,赍,jī,ji,1,ㄐㄧ
帉,帉,帉,fēn,fen,1,ㄈㄣ
鵎,鵎,鵎,tuǒ,tuo,3,ㄊㄨㄛ
㔤,㔤,㔤,shěn,shen,3,ㄕㄣ
竀,竀,竀,chēng,cheng,1,ㄔㄥ
緊,緊,紧,jǐn,jin,3,ㄐㄧㄣ
鹕,鶘,鹕,hú,hu,2,ㄏㄨ
䱪,䱪,䱪,䱪,䱪,,
述,述,述,shù,shu,4,ㄕㄨ
遥,遙,遥,yáo,yao,2,ㄧㄠ
蒭,蒭,蒭,chú,chu,2,ㄔㄨ
䧧,䧧,䧧,yǐ,yi,3,ㄧ
岾,岾,岾,岾,岾,,
掖,掖,掖,yè,ye,4,ㄧㄝ
屩,屩,屩,juē,jue,1,ㄐㄩㄝ
撯,撯,撯,zhuó,zhuo,2,ㄓㄨㄛ
氰,氰,氰,qīng,qing,1,ㄑㄧㄥ
软,軟,软,ruǎn,ruan,3,ㄖㄨㄢ
謽,謽,謽,jiàng,jiang,4,ㄐㄧㄤ
椮,椮,椮,sēn,sen,1,ㄙㄣ
㲖,㲖,㲖,㲖,㲖,,
賝,賝,賝,chēn,chen,1,ㄔㄣ
